XP_049270093.1	-	2170	Chitin_synth_2	PF03142.18	527	1.4e-50	183.0	15.7	1	4	7.6e-26	4.8e-22	88.9	0.0	203	419	707	911	671	943	0.83	LOW QUALITY PROTEIN: chitin synthase chs-1-like [Rhipicephalus sanguineus]
XP_049270093.1	-	2170	Chitin_synth_2	PF03142.18	527	1.4e-50	183.0	15.7	3	4	4.7e-26	2.9e-22	89.6	0.2	203	424	1452	1662	1445	1712	0.78	LOW QUALITY PROTEIN: chitin synthase chs-1-like [Rhipicephalus sanguineus]
XP_026880781.2	-	2324	Chitin_synth_2	PF03142.18	527	1e-48	176.9	20.5	1	4	4.4e-25	2.8e-21	86.4	0.0	203	437	312	532	301	547	0.86	LOW QUALITY PROTEIN: chitin synthase 1 [Electrophorus electricus]
XP_026880781.2	-	2324	Chitin_synth_2	PF03142.18	527	1e-48	176.9	20.5	3	4	1.2e-22	7.4e-19	78.4	0.2	199	451	1569	1806	1565	1836	0.77	LOW QUALITY PROTEIN: chitin synthase 1 [Electrophorus electricus]
XP_023931130.1	-	668	Chitin_synth_2	PF03142.18	527	1.6e-44	163.1	0.1	1	2	1.4e-31	8.7e-28	107.9	0.0	204	445	304	532	297	543	0.84	uncharacterized protein LOC106167634  partial [Lingula anatina]
XP_052097276.1	-	395	Chitin_synth_2	PF03142.18	527	8.3e-38	140.9	10.1	1	2	2.6e-34	1.7e-30	116.8	2.1	204	471	53	307	41	311	0.87	chitin synthase chs-2-like [Mytilus californianus]
XP_048772956.1	-	1526	Chitin_synth_2	PF03142.18	527	1.1e-34	130.6	0.4	1	2	4.9e-32	3.1e-28	109.3	0.0	159	451	793	1065	779	1072	0.79	chitin synthase chs-2-like isoform X4 [Ostrea edulis]
XP_048772955.1	-	1591	Chitin_synth_2	PF03142.18	527	1.2e-34	130.4	0.4	1	2	5.2e-32	3.3e-28	109.3	0.0	159	451	858	1130	844	1137	0.79	chitin synthase chs-2-like isoform X3 [Ostrea edulis]
XP_048772954.1	-	1616	Chitin_synth_2	PF03142.18	527	1.3e-34	130.4	0.4	1	2	4.5e-32	2.8e-28	109.5	0.0	159	452	883	1156	869	1171	0.79	chitin synthase chs-2-like isoform X2 [Ostrea edulis]
XP_048772953.1	-	1621	Chitin_synth_2	PF03142.18	527	1.3e-34	130.3	0.4	1	2	4.5e-32	2.8e-28	109.5	0.0	159	452	888	1161	874	1176	0.79	chitin synthase chs-2-like isoform X1 [Ostrea edulis]
XP_052719862.1	-	1533	Chitin_synth_2	PF03142.18	527	4.9e-34	128.5	2.0	1	2	6.6e-32	4.1e-28	108.9	0.2	111	458	747	1084	631	1095	0.72	chitin synthase chs-2-like isoform X2 [Crassostrea angulata]
XP_052719861.1	-	1566	Chitin_synth_2	PF03142.18	527	5.2e-34	128.4	2.0	1	2	6.8e-32	4.3e-28	108.9	0.2	111	458	780	1117	664	1128	0.72	chitin synthase chs-2-like isoform X1 [Crassostrea angulata]
XP_034304243.1	-	1530	Chitin_synth_2	PF03142.18	527	5.8e-34	128.2	2.0	1	2	7.2e-32	4.6e-28	108.8	0.2	111	458	744	1081	629	1093	0.73	chitin synthase chs-2 isoform X3 [Crassostrea gigas]
