XP_049270093.1	2170	msaprobs_alignment_4742434	0	9	639	369	1236	361	1350	LOW QUALITY PROTEIN: chitin synthase chs-1-like [Rhipicephalus sanguineus]
XP_049270093.1	2170	msaprobs_alignment_4742434	0	178	640	1377	2044	1350	2082	LOW QUALITY PROTEIN: chitin synthase chs-1-like [Rhipicephalus sanguineus]
XP_026880781.2	2324	msaprobs_alignment_4742434	0	32	640	45	875	12	914	LOW QUALITY PROTEIN: chitin synthase 1 [Electrophorus electricus]
XP_026880781.2	2324	msaprobs_alignment_4742434	0	12	639	1214	2278	1205	2300	LOW QUALITY PROTEIN: chitin synthase 1 [Electrophorus electricus]
XP_012138664.1	1484	msaprobs_alignment_4742434	2.1e-269	10	557	223	898	215	900	PREDICTED: uncharacterized protein LOC100880935 isoform X7 [Megachile rotundata]
XP_012138664.1	1484	msaprobs_alignment_4742434	2.1e-269	468	640	898	1335	894	1414	PREDICTED: uncharacterized protein LOC100880935 isoform X7 [Megachile rotundata]
XP_012138656.1	1662	msaprobs_alignment_4742434	7.6e-269	10	557	401	1076	281	1078	PREDICTED: uncharacterized protein LOC100880935 isoform X1 [Megachile rotundata]
XP_012138656.1	1662	msaprobs_alignment_4742434	7.6e-269	469	640	1077	1512	1076	1592	PREDICTED: uncharacterized protein LOC100880935 isoform X1 [Megachile rotundata]
XP_012138657.1	1662	msaprobs_alignment_4742434	7.6e-269	10	557	401	1076	281	1078	PREDICTED: uncharacterized protein LOC100880935 isoform X1 [Megachile rotundata]
XP_012138657.1	1662	msaprobs_alignment_4742434	7.6e-269	469	640	1077	1512	1076	1592	PREDICTED: uncharacterized protein LOC100880935 isoform X1 [Megachile rotundata]
XP_012138659.1	1656	msaprobs_alignment_4742434	9.9e-269	10	557	401	1076	397	1078	PREDICTED: uncharacterized protein LOC100880935 isoform X3 [Megachile rotundata]
XP_012138659.1	1656	msaprobs_alignment_4742434	9.9e-269	469	640	1077	1487	1073	1539	PREDICTED: uncharacterized protein LOC100880935 isoform X3 [Megachile rotundata]
XP_012138658.1	1662	msaprobs_alignment_4742434	3.6e-268	10	557	401	1076	395	1078	PREDICTED: uncharacterized protein LOC100880935 isoform X2 [Megachile rotundata]
XP_012138658.1	1662	msaprobs_alignment_4742434	3.6e-268	468	640	1076	1512	1071	1592	PREDICTED: uncharacterized protein LOC100880935 isoform X2 [Megachile rotundata]
XP_012138660.1	1603	msaprobs_alignment_4742434	7.3e-267	10	557	401	1076	396	1078	PREDICTED: uncharacterized protein LOC100880935 isoform X4 [Megachile rotundata]
XP_012138660.1	1603	msaprobs_alignment_4742434	7.3e-267	468	640	1076	1454	1071	1533	PREDICTED: uncharacterized protein LOC100880935 isoform X4 [Megachile rotundata]
XP_012138665.1	1437	msaprobs_alignment_4742434	1.3e-265	10	557	401	1076	397	1078	PREDICTED: uncharacterized protein LOC100880935 isoform X8 [Megachile rotundata]
XP_012138665.1	1437	msaprobs_alignment_4742434	1.3e-265	469	645	1077	1403	1075	1409	PREDICTED: uncharacterized protein LOC100880935 isoform X8 [Megachile rotundata]
XP_033334454.1	1665	msaprobs_alignment_4742434	6e-265	10	557	400	1077	395	1079	chitin synthase chs-2 isoform X1 [Megalopta genalis]
XP_033334454.1	1665	msaprobs_alignment_4742434	6e-265	469	640	1078	1506	1077	1592	chitin synthase chs-2 isoform X1 [Megalopta genalis]
XP_033334456.1	1665	msaprobs_alignment_4742434	6e-265	10	557	400	1077	395	1079	chitin synthase chs-2 isoform X1 [Megalopta genalis]
XP_033334456.1	1665	msaprobs_alignment_4742434	6e-265	469	640	1078	1506	1077	1592	chitin synthase chs-2 isoform X1 [Megalopta genalis]
XP_033334455.1	1665	msaprobs_alignment_4742434	6.9e-264	10	557	400	1077	60	1079	chitin synthase chs-2 isoform X2 [Megalopta genalis]
XP_033334455.1	1665	msaprobs_alignment_4742434	6.9e-264	469	640	1078	1515	1077	1595	chitin synthase chs-2 isoform X2 [Megalopta genalis]
XP_043656733.1	1614	msaprobs_alignment_4742434	5.7e-259	10	640	410	1391	405	1443	chitin synthase chs-2 isoform X1 [Drosophila teissieri]
XP_043656735.1	1614	msaprobs_alignment_4742434	5.7e-259	10	640	410	1391	405	1443	chitin synthase chs-2 isoform X1 [Drosophila teissieri]
XP_015032822.1	1617	msaprobs_alignment_4742434	6.2e-259	10	640	415	1400	412	1458	chitin synthase chs-2 isoform X1 [Drosophila willistoni]
XP_039495856.1	1614	msaprobs_alignment_4742434	7.2e-259	10	640	410	1394	406	1451	chitin synthase chs-2 isoform X2 [Drosophila santomea]
XP_016962460.1	1611	msaprobs_alignment_4742434	8.3e-259	10	640	410	1390	405	1441	chitin synthase chs-2 isoform X1 [Drosophila biarmipes]
XP_016962461.1	1611	msaprobs_alignment_4742434	8.3e-259	10	640	410	1390	405	1441	chitin synthase chs-2 isoform X1 [Drosophila biarmipes]
XP_050745240.1	1611	msaprobs_alignment_4742434	8.3e-259	10	640	410	1390	405	1441	chitin synthase chs-2 isoform X1 [Drosophila biarmipes]
XP_033162000.1	1614	msaprobs_alignment_4742434	1.1e-258	10	640	410	1391	405	1443	chitin synthase chs-2 isoform X3 [Drosophila mauritiana]
XP_032576208.1	1614	msaprobs_alignment_4742434	1.1e-258	10	640	410	1391	405	1443	chitin synthase chs-2 isoform X3 [Drosophila sechellia]
XP_033161995.1	1615	msaprobs_alignment_4742434	1.1e-258	10	640	410	1391	405	1443	chitin synthase chs-2 isoform X1 [Drosophila mauritiana]
XP_033161996.1	1615	msaprobs_alignment_4742434	1.1e-258	10	640	410	1391	405	1443	chitin synthase chs-2 isoform X1 [Drosophila mauritiana]
XP_033161997.1	1615	msaprobs_alignment_4742434	1.1e-258	10	640	410	1391	405	1443	chitin synthase chs-2 isoform X1 [Drosophila mauritiana]
XP_033161998.1	1615	msaprobs_alignment_4742434	1.1e-258	10	640	410	1391	405	1443	chitin synthase chs-2 isoform X1 [Drosophila mauritiana]
XP_032576205.1	1615	msaprobs_alignment_4742434	1.1e-258	10	640	410	1391	405	1443	chitin synthase chs-2 isoform X1 [Drosophila sechellia]
