XP_003710072.1	-	1229	Chitin_synth_2	PF03142.18	527	6.5e-293	986.1	0.5	1	1	1.2e-296	8.7e-293	985.7	0.5	2	527	660	1184	659	1184	1.00	chitin synthase 4  variant [Pyricularia oryzae 70-15]
XP_003710073.1	-	1229	Chitin_synth_2	PF03142.18	527	6.5e-293	986.1	0.5	1	1	1.2e-296	8.7e-293	985.7	0.5	2	527	660	1184	659	1184	1.00	chitin synthase 4 [Pyricularia oryzae 70-15]
XP_029748756.1	-	1238	Chitin_synth_2	PF03142.18	527	1.7e-292	984.7	0.5	1	1	3.2e-296	2.2e-292	984.3	0.5	3	527	670	1193	668	1193	1.00	hypothetical protein PpBr36_07741  partial [Pyricularia pennisetigena]
XP_030983151.1	-	1230	Chitin_synth_2	PF03142.18	527	2.7e-292	984.0	0.8	1	1	4.9e-296	3.5e-292	983.7	0.8	2	527	661	1185	660	1185	1.00	hypothetical protein PgNI_06376 [Pyricularia grisea]
XP_007918278.1	-	1110	Chitin_synth_2	PF03142.18	527	5.8e-290	976.3	0.4	1	1	1.3e-293	9.4e-290	975.6	0.4	3	527	545	1068	543	1068	0.99	putative chitin synthase 4 protein [Phaeoacremonium minimum UCRPA7]
XP_053038099.1	-	1109	Chitin_synth_2	PF03142.18	527	2.1e-289	974.5	0.1	1	1	4.7e-293	3.4e-289	973.8	0.1	3	527	548	1071	546	1071	1.00	Chitin synthase 4 [Colletotrichum chrysophilum]
XP_031890394.1	-	1212	Chitin_synth_2	PF03142.18	527	2.6e-289	974.2	0.1	1	1	5.8e-293	4.1e-289	973.5	0.1	3	527	651	1174	649	1174	1.00	Chitin synthase 4 [Colletotrichum fructicola]
XP_036501851.1	-	1231	Chitin_synth_2	PF03142.18	527	2.7e-289	974.1	0.1	1	1	6e-293	4.3e-289	973.5	0.1	3	527	670	1193	668	1193	1.00	Chitin synthase 4 [Colletotrichum siamense]
XP_037184595.1	-	1231	Chitin_synth_2	PF03142.18	527	2.7e-289	974.1	0.1	1	1	6e-293	4.3e-289	973.5	0.1	3	527	670	1193	668	1193	1.00	Chitin synthase 4 [Colletotrichum aenigma]
XP_045263966.1	-	1231	Chitin_synth_2	PF03142.18	527	2.8e-289	974.1	0.1	1	1	6e-293	4.3e-289	973.5	0.1	3	527	670	1193	668	1193	1.00	Chitin synthase 4 [Colletotrichum gloeosporioides]
XP_035341374.1	-	1464	Chitin_synth_2	PF03142.18	527	2.9e-289	974.0	0.2	1	1	6.1e-293	4.3e-289	973.4	0.2	3	527	908	1431	906	1431	1.00	uncharacterized protein TRUGW13939_02287 [Talaromyces rugulosus]
XP_049124233.1	-	1224	Chitin_synth_2	PF03142.18	527	5.2e-289	973.2	0.4	1	1	1e-292	7.1e-289	972.7	0.4	3	527	664	1187	662	1187	1.00	chitin synthase 4 [Colletotrichum spaethianum]
XP_049110274.1	-	1205	Chitin_synth_2	PF03142.18	527	7.3e-289	972.7	0.3	1	1	1.4e-292	1e-288	972.2	0.3	3	527	651	1174	649	1174	1.00	Chitin synthase  class 3 [Ophidiomyces ophidiicola]
XP_003652182.1	-	1220	Chitin_synth_2	PF03142.18	527	7.4e-289	972.7	0.3	1	1	1.6e-292	1.1e-288	972.1	0.3	3	527	664	1187	662	1187	1.00	glycosyltransferase family 2 protein [Thermothielavioides terrestris NRRL 8126]
XP_060420618.1	-	1224	Chitin_synth_2	PF03142.18	527	1.1e-288	972.1	0.1	1	1	2.3e-292	1.6e-288	971.5	0.1	3	527	664	1187	662	1187	1.00	chitin synthase [Colletotrichum navitas]
XP_041414059.1	-	1632	Chitin_synth_2	PF03142.18	527	1.2e-288	972.0	0.1	1	1	2.1e-292	1.5e-288	971.7	0.1	2	527	807	1331	806	1331	0.99	putative chitin synthase 5 (csh5) [Ustilago hordei]
XP_014657466.1	-	1614	Chitin_synth_2	PF03142.18	527	1.3e-288	971.9	0.0	1	1	2.3e-292	1.6e-288	971.5	0.0	2	527	776	1300	775	1300	0.99	chitin synthase 5 [Moesziomyces antarcticus]
XP_011389165.1	-	1609	Chitin_synth_2	PF03142.18	527	1.9e-288	971.3	0.0	1	1	3.5e-292	2.5e-288	970.9	0.0	2	527	775	1299	774	1299	0.99	chitin synthase 5 (csh5) [Ustilago maydis 521]
